"期間","排名","國家","出口總值(新臺幣千元)","百分比","備註"
"107年4月","12","荷蘭","13391079","1.72",
"107年4月","13","印度","9533361","1.22",
"107年4月","14","英國","9162929","1.18",
"107年4月","15","印尼","8629345","1.11",
"107年4月","16","澳大利亞","6537228","0.84",
"107年4月","17","義大利","5802761","0.74",
"107年4月","18","加拿大","5608811","0.72",
"107年4月","19","墨西哥","5320819","0.68",
"107年4月","20","比利時","4107959","0.52",
"107年4月","21","法國","3672983","0.47",
"107年4月","22","土耳其","3587712","0.46",
"107年4月","23","其他國家","3400944","0.43",
"107年4月","24","西班牙","3255163","0.41",
"107年4月","25","巴西","3197472","0.41",
"107年4月","26","孟加拉","3049165","0.39",
"107年4月","27","俄羅斯","2927989","0.37",
"107年4月","28","阿拉伯聯合大公國","2625957","0.33",
"107年4月","29","波蘭","2335164","0.3",
"107年4月","30","阿曼","1978701","0.25",
"107年3月","1","中國大陸","285277993","32.73",
"107年3月","2","香港","105575999","12.11",
"107年3月","3","美國","90996264","10.44",
"107年3月","4","日本","58400296","6.7",
"107年3月","5","新加坡","37188183","4.26",
"107年3月","6","南韓","35448357","4.06",
"107年3月","7","越南","27863870","3.19",
"107年3月","8","馬來西亞","27541305","3.16",
"107年3月","9","菲律賓","26491659","3.03",
"107年3月","10","德國","16922702","1.94",
"107年3月","11","泰國","16319381","1.87",
"107年3月","12","荷蘭","14615915","1.67",
"107年3月","13","印度","9541199","1.09",
"107年3月","14","英國","8974162","1.02",
"107年3月","15","澳大利亞","8636323","0.99",
"107年3月","16","印尼","8574069","0.98",
"107年3月","17","加拿大","6177718","0.7",
"107年3月","18","義大利","6031183","0.69",
"107年3月","19","墨西哥","5583734","0.64",
"107年3月","20","法國","4560402","0.52",
"107年3月","21","土耳其","4310255","0.49",
"107年3月","22","比利時","3663252","0.42",
"107年3月","23","巴西","3570343","0.4",
"107年3月","24","西班牙","3484082","0.39",
"107年3月","25","其他國家","3236956","0.37",
"107年3月","26","孟加拉","2998268","0.34",
"107年3月","27","波蘭","2696948","0.3",
"107年3月","28","阿拉伯聯合大公國","2629257","0.3",
"107年3月","29","俄羅斯","2538372","0.29",
"107年3月","30","以色列","2393385","0.27",
"107年2月","1","中國大陸","169747224","26.2",
"107年2月","2","美國","76302527","11.77",
"107年2月","3","香港","73141121","11.28",
"107年2月","4","日本","45913361","7.08",
"107年2月","5","新加坡","34749222","5.36",
"107年2月","6","南韓","28018145","4.32",
"107年2月","7","菲律賓","22929427","3.53",
"107年2月","8","馬來西亞","20871374","3.22",
"107年2月","9","越南","16880653","2.6",
"107年2月","10","德國","15248281","2.35",
"107年2月","11","泰國","13009896","2",
"107年2月","12","荷蘭","12349895","1.9",
"107年2月","13","印度","8580422","1.32",
"107年2月","14","英國","7940530","1.22",
"107年2月","15","印尼","7149779","1.1",
"107年2月","16","澳大利亞","6525927","1",
"107年2月","17","義大利","5970432","0.92",
"107年2月","18","阿拉伯聯合大公國","5854254","0.9",
"107年2月","19","加拿大","5631125","0.86",
"107年2月","20","墨西哥","5188756","0.8",
"107年2月","21","法國","3621793","0.55",
"107年2月","22","土耳其","3596556","0.55",
"107年2月","23","比利時","3460890","0.53",
"107年2月","24","阿曼","3120364","0.48",
"107年2月","25","其他國家","3011808","0.46",
"107年2月","26","西班牙","2781849","0.42",
"107年2月","27","巴西","2724022","0.42",
"107年2月","28","俄羅斯","2643015","0.4",
"107年2月","29","孟加拉","2630121","0.4",
"107年2月","30","南非","2294550","0.35",
"107年1月","1","中國大陸","225929542","27.93",
"107年1月","2","香港","104131308","12.87",
"107年1月","3","美國","92876809","11.48",
"107年1月","4","日本","55761207","6.89",
"107年1月","5","新加坡","40813438","5.04",
"107年1月","6","南韓","37710978","4.66",
"107年1月","7","菲律賓","28021225","3.46",
"107年1月","8","馬來西亞","27280558","3.37",
"107年1月","9","越南","26511391","3.27",
"107年1月","10","德國","16861122","2.08",
"107年1月","11","泰國","15727416","1.94",
"107年1月","12","荷蘭","12619736","1.56",
"107年1月","13","印度","9674168","1.19",
"107年1月","14","印尼","9366617","1.15",
"107年1月","15","英國","8785262","1.08",
"107年1月","16","澳大利亞","8053490","0.99",
"107年1月","17","加拿大","6140524","0.75",
"107年1月","18","義大利","5844570","0.72",
"107年1月","19","墨西哥","5477145","0.67",
"107年1月","20","法國","4499073","0.55",
"107年1月","21","土耳其","4398577","0.54",
"107年1月","22","比利時","3765499","0.46",
"107年1月","23","巴西","3462295","0.42",
"107年1月","24","其他國家","3443477","0.42",
"107年1月","25","阿拉伯聯合大公國","2802156","0.34",
"107年1月","26","波蘭","2568947","0.31",
"107年1月","27","孟加拉","2549806","0.31",
"107年1月","28","西班牙","2427662","0.3",
"107年1月","29","俄羅斯","2405643","0.29",
"107年1月","30","沙烏地阿拉伯","2231423","0.27",
"106年1-12月","1","中國大陸","2700760404","28.11",
"106年1-12月","2","香港","1253137575","13.04",
"106年1-12月","3","美國","1119501486","11.65",
"106年1-12月","4","日本","626624254","6.52",
"106年1-12月","5","新加坡","536704849","5.58",
"106年1-12月","6","南韓","439228015","4.57",
"106年1-12月","7","越南","318264980","3.31",
"106年1-12月","8","馬來西亞","315662179","3.28",
"106年1-12月","9","菲律賓","292338879","3.04",
"106年1-12月","10","德國","195829289","2.03",
"106年1-12月","11","泰國","194446737","2.02",
"106年1-12月","12","荷蘭","151301404","1.57",
"106年1-12月","13","英國","114364562","1.19",
"106年1-12月","14","印度","99917979","1.04",
"106年1-12月","15","印尼","97294007","1.01",
"106年1-12月","16","澳大利亞","89302168","0.92",
"106年1-12月","17","墨西哥","69580621","0.72",
"106年1-12月","18","加拿大","67109822","0.69",
"106年1-12月","19","義大利","61729943","0.64",
"106年1-12月","20","法國","51997132","0.54",
"106年1-12月","21","土耳其","47152964","0.49",
"106年1-12月","22","比利時","41735367","0.43",
"106年1-12月","23","阿拉伯聯合大公國","40677169","0.42",
"106年1-12月","24","巴西","38497205","0.4",
"106年1-12月","25","其他國家","35688984","0.37",
"106年1-12月","26","俄羅斯","33191611","0.34",
"106年1-12月","27","沙烏地阿拉伯","32481779","0.33",
"106年1-12月","28","西班牙","31252370","0.32",
"106年1-12月","29","孟加拉","30311435","0.31",
"106年1-12月","30","波蘭","27101454","0.28",
"106年12月","1","中國大陸","266337076","30.22",
"106年12月","2","香港","117465515","13.33",
"106年12月","3","美國","98667770","11.19",
"106年12月","4","日本","53609255","6.08",
"106年12月","5","新加坡","47777081","5.42",
"106年12月","6","南韓","35734344","4.05",
"106年12月","7","越南","28415292","3.22",
"106年12月","8","馬來西亞","28309318","3.21",
"106年12月","9","菲律賓","27365212","3.1",
"106年12月","10","德國","17693000","2",
"106年12月","11","泰國","15194451","1.72",
"106年12月","12","荷蘭","13861080","1.57",
"106年12月","13","英國","10431811","1.18",
"106年12月","14","印度","9500201","1.07",
"106年12月","15","澳大利亞","7789775","0.88",
"106年12月","16","印尼","7764347","0.88",
"106年12月","17","義大利","6456283","0.73",
"106年12月","18","加拿大","5947321","0.67",
"106年12月","19","墨西哥","5865865","0.66",
"106年12月","20","法國","4964878","0.56",
"106年12月","21","土耳其","4541610","0.51",
"106年12月","22","巴西","3963301","0.44",
"106年12月","23","比利時","3912129","0.44",
"106年12月","24","其他國家","3329533","0.37",
"106年12月","25","西班牙","2972139","0.33",
"106年12月","26","俄羅斯","2849525","0.32",
"106年12月","27","阿拉伯聯合大公國","2656291","0.3",
"106年12月","28","孟加拉","2578147","0.29",
"106年12月","29","波蘭","2539105","0.28",
"106年12月","30","沙烏地阿拉伯","2468127","0.28",
"106年11月","1","中國大陸","257016046","29.77",
"106年11月","2","香港","117851167","13.65",
"106年11月","3","美國","100738817","11.67",
"106年11月","4","日本","53996459","6.25",
"106年11月","5","新加坡","44820755","5.19",
"106年11月","6","南韓","36853405","4.26",
"106年11月","7","馬來西亞","28552807","3.3",
"106年11月","8","越南","27963515","3.23",
"106年11月","9","菲律賓","25641286","2.97",
"106年11月","10","泰國","16171233","1.87",
"106年11月","11","德國","15882067","1.83",
"106年11月","12","荷蘭","13313977","1.54",
"106年11月","13","印尼","9581057","1.1",
"106年11月","14","英國","9290372","1.07",
"106年11月","15","印度","8162337","0.94",
"106年11月","16","澳大利亞","7701390","0.89",
"106年11月","17","加拿大","6185325","0.71",
"106年11月","18","墨西哥","5800085","0.67",
"106年11月","19","土耳其","4408460","0.51",
"106年11月","20","義大利","4339220","0.5",
"106年11月","21","法國","4262529","0.49",
"106年11月","22","比利時","3668779","0.42",
"106年11月","23","巴西","3654083","0.42",
"106年11月","24","其他國家","3278141","0.37",
"106年11月","25","阿拉伯聯合大公國","2935613","0.34",
"106年11月","26","孟加拉","2784091","0.32",
"106年11月","27","俄羅斯","2714034","0.31",
"106年11月","28","沙烏地阿拉伯","2513560","0.29",
"106年11月","29","西班牙","2453894","0.28",
"106年11月","30","波蘭","2350278","0.27",
"106年10月","1","中國大陸","248881323","30.05",
"106年10月","2","香港","109830839","13.26",
"106年10月","3","美國","92290349","11.14",
"106年10月","4","日本","51754802","6.25",
"106年10月","5","新加坡","45188796","5.45",
"106年10月","6","南韓","36223131","4.37",
"106年10月","7","馬來西亞","30136259","3.63",
"106年10月","8","越南","28104178","3.39",
"106年10月","9","菲律賓","20417654","2.46",
"106年10月","10","德國","15705958","1.89",
"106年10月","11","泰國","15438057","1.86",
"106年10月","12","荷蘭","14255180","1.72",
"106年10月","13","英國","9025582","1.09",
"106年10月","14","印度","8434332","1.01",
"106年10月","15","澳大利亞","8432967","1.01",
"106年10月","16","印尼","7805611","0.94",
"106年10月","17","墨西哥","5795732","0.69",
"106年10月","18","加拿大","5380962","0.64",
"106年10月","19","義大利","4930416","0.59",
"106年10月","20","法國","4531502","0.54",
"106年10月","21","土耳其","4489320","0.54",
"106年10月","22","阿拉伯聯合大公國","3865642","0.46",
"106年10月","23","比利時","3323930","0.4",
"106年10月","24","其他國家","3277327","0.39",
"106年10月","25","巴西","2952387","0.35",
"106年10月","26","西班牙","2774658","0.33",
"106年10月","27","俄羅斯","2738158","0.33",
"106年10月","28","孟加拉","2421925","0.29",
"106年10月","29","沙烏地阿拉伯","2143134","0.25",
"106年10月","30","波蘭","2095418","0.25",
"106年9月","1","中國大陸","248667099","28.74",
"106年9月","2","香港","116043133","13.41",
"106年9月","3","美國","99656529","11.52",
"106年9月","4","日本","58852824","6.8",
"106年9月","5","新加坡","43332710","5",
"106年9月","6","南韓","39508914","4.56",
"106年9月","7","越南","29575085","3.41",
"106年9月","8","馬來西亞","28624990","3.3",
"106年9月","9","菲律賓","23135378","2.67",
"106年9月","10","德國","17520282","2.02",
"106年9月","11","荷蘭","16376929","1.89",
"106年9月","12","泰國","16247069","1.87",
"106年9月","13","英國","10557516","1.22",
"106年9月","14","印度","8374767","0.96",
"106年9月","15","印尼","7530616","0.87",
"106年9月","16","澳大利亞","7314920","0.84",
"106年9月","17","墨西哥","7243147","0.83",
"106年9月","18","加拿大","6348442","0.73",
"106年9月","19","義大利","5316135","0.61",
"106年9月","20","法國","4613068","0.53",
"106年9月","21","土耳其","4131976","0.47",
"106年9月","22","比利時","4093715","0.47",
"106年9月","23","巴西","3698268","0.42",
"106年9月","24","其他國家","2867103","0.33",
"106年9月","25","俄羅斯","2801272","0.32",
"106年9月","26","阿拉伯聯合大公國","2783351","0.32",
"106年9月","27","西班牙","2656247","0.3",
"106年9月","28","波蘭","2637390","0.3",
"106年9月","29","孟加拉","2540596","0.29",
"106年9月","30","沙烏地阿拉伯","2300296","0.26",
"106年8月","1","中國大陸","234262842","28.02",
"106年8月","2","香港","109440746","13.09",
"106年8月","3","美國","98005880","11.72",
"106年8月","4","日本","51746207","6.18",
"106年8月","5","新加坡","50910340","6.08",
"106年8月","6","南韓","36629168","4.38",
"106年8月","7","馬來西亞","28666159","3.42",
"106年8月","8","越南","27754745","3.31",
"106年8月","9","菲律賓","26406111","3.15",
"106年8月","10","泰國","16603717","1.98",
"106年8月","11","德國","15818372","1.89",
"106年8月","12","荷蘭","12814795","1.53",
"106年8月","13","英國","8978673","1.07",
"106年8月","14","印尼","8926096","1.06",
"106年8月","15","印度","8823657","1.05",
"106年8月","16","澳大利亞","7731720","0.92",
"106年8月","17","墨西哥","5949056","0.71",
"106年8月","18","義大利","5842455","0.69",
"106年8月","19","加拿大","5825827","0.69",
"106年8月","20","土耳其","4743418","0.56",
"106年8月","21","法國","4412075","0.52",
"106年8月","22","西班牙","3730755","0.44",
"106年8月","23","比利時","3630024","0.43",
"106年8月","24","巴西","3460201","0.41",
"106年8月","25","阿拉伯聯合大公國","3195754","0.38",
"106年8月","26","其他國家","2842654","0.34",
"106年8月","27","孟加拉","2778997","0.33",
"106年8月","28","俄羅斯","2729837","0.32",
"106年8月","29","沙烏地阿拉伯","2721166","0.32",
"106年8月","30","波蘭","1951312","0.23",
"106年7月","1","中國大陸","220847318","26.94",
"106年7月","2","香港","104718406","12.77",
"106年7月","3","美國","99235629","12.1",
"106年7月","4","日本","59087384","7.2",
"106年7月","5","新加坡","49327840","6.01",
"106年7月","6","南韓","36023163","4.39",
"106年7月","7","越南","26836693","3.27",
"106年7月","8","馬來西亞","24713660","3.01",
"106年7月","9","菲律賓","24250058","2.95",
"106年7月","10","泰國","19199552","2.34",
"106年7月","11","德國","17073992","2.08",
"106年7月","12","荷蘭","13057567","1.59",
"106年7月","13","英國","10008619","1.22",
"106年7月","14","印度","8471867","1.03",
"106年7月","15","印尼","8312108","1.01",
"106年7月","16","澳大利亞","8053216","0.98",
"106年7月","17","墨西哥","5699531","0.69",
"106年7月","18","加拿大","5673051","0.69",
"106年7月","19","義大利","4608877","0.56",
"106年7月","20","法國","4197633","0.51",
"106年7月","21","土耳其","4195259","0.51",
"106年7月","22","比利時","3696761","0.45",
"106年7月","23","阿拉伯聯合大公國","3643204","0.44",
"106年7月","24","巴西","3365450","0.41",
"106年7月","25","俄羅斯","2971262","0.36",
"106年7月","26","其他國家","2917575","0.35",
"106年7月","27","沙烏地阿拉伯","2723483","0.33",
"106年7月","28","孟加拉","2396429","0.29",
"106年7月","29","波蘭","2383084","0.29",
"106年7月","30","西班牙","2166992","0.26",
"106年6月","1","中國大陸","214609130","27.73",
"106年6月","2","香港","99101921","12.8",
"106年6月","3","美國","92838884","11.99",
"106年6月","4","日本","50946978","6.58",
"106年6月","5","新加坡","47026030","6.07",
"106年6月","6","南韓","37329418","4.82",
"106年6月","7","越南","26096971","3.37",
"106年6月","8","馬來西亞","25141172","3.24",
"106年6月","9","菲律賓","22903052","2.95",
"106年6月","10","德國","15615371","2.01",
"106年6月","11","泰國","15541274","2",
"106年6月","12","荷蘭","11488254","1.48",
"106年6月","13","英國","9912924","1.28",
"106年6月","14","印度","8000603","1.03",
"106年6月","15","澳大利亞","6592736","0.85",
"106年6月","16","印尼","5424671","0.7",
"106年6月","17","加拿大","5271902","0.68",
"106年6月","18","墨西哥","5200656","0.67",
"106年6月","19","義大利","5053338","0.65",
"106年6月","20","法國","3908656","0.5",
"106年6月","21","土耳其","3898338","0.5",
"106年6月","22","阿拉伯聯合大公國","3286145","0.42",
"106年6月","23","巴西","3149131","0.4",
"106年6月","24","比利時","2925828","0.37",
"106年6月","25","俄羅斯","2833661","0.36",
"106年6月","26","其他國家","2829484","0.36",
"106年6月","27","沙烏地阿拉伯","2568884","0.33",
"106年6月","28","西班牙","2390468","0.3",
"106年6月","29","波蘭","2184527","0.28",
"106年6月","30","孟加拉","2086023","0.26",
"106年5月","1","中國大陸","205014639","26.84",
"106年5月","2","美國","96055992","12.57",
"106年5月","3","香港","94109459","12.32",
"106年5月","4","日本","48006400","6.28",
"106年5月","5","新加坡","37472961","4.9",
"106年5月","6","南韓","33724515","4.41",
"106年5月","7","越南","25280019","3.3",
"106年5月","8","馬來西亞","24636089","3.22",
"106年5月","9","菲律賓","23487517","3.07",
"106年5月","10","德國","17884183","2.34",
"106年5月","11","泰國","15542004","2.03",
"106年5月","12","荷蘭","12490989","1.63",
"106年5月","13","英國","10710339","1.4",
"106年5月","14","印尼","9049714","1.18",
"106年5月","15","印度","8966441","1.17",
"106年5月","16","澳大利亞","7408996","0.97",
"106年5月","17","義大利","6093196","0.79",
"106年5月","18","加拿大","5814196","0.76",
"106年5月","19","墨西哥","5812013","0.76",
"106年5月","20","阿拉伯聯合大公國","5022924","0.65",
"106年5月","21","法國","4888712","0.64",
"106年5月","22","土耳其","3876828","0.5",
"106年5月","23","比利時","3667265","0.48",
"106年5月","24","沙烏地阿拉伯","3410474","0.44",
"106年5月","25","巴西","3323506","0.43",
"106年5月","26","俄羅斯","3231788","0.42",
"106年5月","27","其他國家","2701265","0.35",
"106年5月","28","西班牙","2683485","0.35",
"106年5月","29","孟加拉","2674410","0.35",
"106年5月","30","波蘭","2351173","0.3",
"106年4月","1","中國大陸","196127595","26.72",
"106年4月","2","香港","95235769","12.97",
"106年4月","3","美國","87922535","11.97",
"106年4月","4","日本","50062243","6.82",
"106年4月","5","新加坡","38874320","5.29",
"106年4月","6","南韓","34766210","4.73",
"106年4月","7","越南","26731285","3.64",
"106年4月","8","馬來西亞","24149648","3.29",
"106年4月","9","菲律賓","22305673","3.03",
"106年4月","10","泰國","16277171","2.21",
"106年4月","11","德國","15490146","2.11",
"106年4月","12","荷蘭","10466566","1.42",
"106年4月","13","英國","8845659","1.2",
"106年4月","14","印尼","8581046","1.16",
"106年4月","15","印度","7860443","1.07",
"106年4月","16","澳大利亞","6527495","0.88",
"106年4月","17","墨西哥","5184918","0.7",
"106年4月","18","加拿大","5157999","0.7",
"106年4月","19","義大利","4670117","0.63",
"106年4月","20","法國","3977276","0.54",
"106年4月","21","阿拉伯聯合大公國","3693065","0.5",
"106年4月","22","沙烏地阿拉伯","3525802","0.48",
"106年4月","23","土耳其","3269913","0.44",
"106年4月","24","比利時","2975266","0.4",
"106年4月","25","巴西","2938495","0.4",
"106年4月","26","其他國家","2792846","0.38",
"106年4月","27","孟加拉","2767224","0.37",
"106年4月","28","俄羅斯","2684242","0.36",
"106年4月","29","以色列","2138648","0.29",
"106年4月","30","西班牙","2095289","0.28",
"106年3月","1","中國大陸","212531679","26.98",
"106年3月","2","香港","103329469","13.12",
"106年3月","3","美國","92154394","11.7",
"106年3月","4","日本","50882380","6.46",
"106年3月","5","新加坡","45538383","5.78",
"106年3月","6","南韓","39163176","4.97",
"106年3月","7","越南","26456421","3.35",
"106年3月","8","菲律賓","26025695","3.3",
"106年3月","9","馬來西亞","25636703","3.25",
"106年3月","10","泰國","17541709","2.22",
"106年3月","11","德國","15580899","1.97",
"106年3月","12","荷蘭","11581818","1.47",
"106年3月","13","英國","8844063","1.12",
"106年3月","14","印度","8731784","1.1",
"106年3月","15","印尼","8551588","1.08",
"106年3月","16","澳大利亞","8107003","1.02",
"106年3月","17","墨西哥","6087186","0.77",
"106年3月","18","加拿大","5331518","0.67",
"106年3月","19","義大利","4894386","0.62",
"106年3月","20","法國","4060088","0.51",
"106年3月","21","土耳其","3475044","0.44",
"106年3月","22","比利時","3405600","0.43",
"106年3月","23","阿拉伯聯合大公國","3207434","0.4",
"106年3月","24","沙烏地阿拉伯","2931116","0.37",
"106年3月","25","其他國家","2799476","0.35",
"106年3月","26","巴西","2789009","0.35",
"106年3月","27","孟加拉","2682030","0.34",
"106年3月","28","西班牙","2573612","0.32",
"106年3月","29","俄羅斯","2566156","0.32",
"106年3月","30","波蘭","2151435","0.27",
"106年2月","1","中國大陸","199402056","28.49",
"106年2月","2","香港","90010042","12.86",
"106年2月","3","美國","72126907","10.3",
"106年2月","4","日本","45392521","6.48",
"106年2月","5","新加坡","42919137","6.13",
"106年2月","6","南韓","36926740","5.27",
"106年2月","7","菲律賓","25344647","3.62",
"106年2月","8","越南","22885977","3.27",
"106年2月","9","馬來西亞","22351158","3.19",
"106年2月","10","德國","14633757","2.09",
"106年2月","11","泰國","14529902","2.07",
"106年2月","12","荷蘭","10208522","1.45",
"106年2月","13","英國","8482603","1.21",
"106年2月","14","印尼","8009054","1.14",
"106年2月","15","印度","6219696","0.88",
"106年2月","16","澳大利亞","6091335","0.87",
"106年2月","17","墨西哥","4919471","0.7",
"106年2月","18","加拿大","4814469","0.68",
"106年2月","19","義大利","3858148","0.55",
"106年2月","20","阿拉伯聯合大公國","3610368","0.51",
"106年2月","21","法國","3376846","0.48",
"106年2月","22","其他國家","2974066","0.42",
"106年2月","23","比利時","2897947","0.41",
"106年2月","24","土耳其","2764370","0.39",
"106年2月","25","沙烏地阿拉伯","2478033","0.35",
"106年2月","26","俄羅斯","2432941","0.34",
"106年2月","27","孟加拉","2257101","0.32",
"106年2月","28","巴西","2207490","0.31",
"106年2月","29","西班牙","2085969","0.29",
"106年2月","30","波蘭","1878764","0.26",
"106年1月","1","中國大陸","197063601","26.12",
"106年1月","2","香港","96001109","12.72",
"106年1月","3","美國","89807800","11.9",
"106年1月","4","日本","52286801","6.93",
"106年1月","5","新加坡","43516496","5.76",
"106年1月","6","南韓","36345831","4.81",
"106年1月","7","菲律賓","25056596","3.32",
"106年1月","8","馬來西亞","24744216","3.28",
"106年1月","9","越南","22164799","2.93",
"106年1月","10","德國","16931262","2.24",
"106年1月","11","泰國","16160598","2.14",
"106年1月","12","荷蘭","11385727","1.5",
"106年1月","13","英國","9276401","1.22",
"106年1月","14","印度","8371851","1.1",
"106年1月","15","印尼","7758099","1.02",
"106年1月","16","澳大利亞","7550615","1",
"106年1月","17","墨西哥","6022961","0.79",
"106年1月","18","義大利","5667372","0.75",
"106年1月","19","加拿大","5358810","0.71",
"106年1月","20","法國","4803869","0.63",
"106年1月","21","比利時","3538123","0.46",
"106年1月","22","土耳其","3358428","0.44",
"106年1月","23","其他國家","3079514","0.4",
"106年1月","24","巴西","2995884","0.39",
"106年1月","25","阿拉伯聯合大公國","2777378","0.36",
"106年1月","26","沙烏地阿拉伯","2697704","0.35",
"106年1月","27","西班牙","2668862","0.35",
"106年1月","28","俄羅斯","2638735","0.34",
"106年1月","29","波蘭","2520138","0.33",
"106年1月","30","孟加拉","2344462","0.31",
"105年1-12月","1","中國大陸","2373741464","26.38",
"105年1-12月","2","香港","1232242561","13.69",
"105年1-12月","3","美國","1076496720","11.96",
"105年1-12月","4","日本","627965489","6.97",
"105年1-12月","5","新加坡","520691289","5.78",
"105年1-12月","6","南韓","403919633","4.48",
"105年1-12月","7","越南","306680996","3.4",
"105年1-12月","8","菲律賓","278827132","3.09",
"105年1-12月","9","馬來西亞","251832883","2.79",
"105年1-12月","10","德國","190235259","2.11",
"105年1-12月","11","泰國","177059390","1.96",
"105年1-12月","12","荷蘭","144231593","1.6",
"105年1-12月","13","英國","117455086","1.3",
"105年1-12月","14","澳大利亞","95041243","1.05",
"105年1-12月","15","印度","90946977","1.01",
"105年1-12月","16","印尼","88590644","0.98",
"105年1-12月","17","加拿大","65840685","0.73",
"105年1-12月","18","墨西哥","65706984","0.73",
"105年1-12月","19","義大利","60081231","0.66",
"105年1-12月","20","法國","49757983","0.55",
"105年1-12月","21","阿拉伯聯合大公國","40857877","0.45",
"105年1-12月","22","沙烏地阿拉伯","39687663","0.44",
"105年1-12月","23","土耳其","39101185","0.43",
"105年1-12月","24","比利時","36737999","0.4",
"105年1-12月","25","巴西","30779721","0.34",
"105年1-12月","26","其他國家","29852020","0.33",
"105年1-12月","27","孟加拉","29666664","0.32",
"105年1-12月","28","西班牙","28275048","0.31",
"105年1-12月","29","俄羅斯","27920581","0.31",
"105年1-12月","30","波蘭","25171745","0.27",
"105年12月","1","中國大陸","233689755","28.5",
"105年12月","2","香港","116388663","14.19",
"105年12月","3","美國","93809771","11.44",
"105年12月","4","日本","52460391","6.39",
"105年12月","5","新加坡","46992420","5.73",
"105年12月","6","南韓","34925896","4.26",
"105年12月","7","菲律賓","30960701","3.77",
"105年12月","8","越南","26050855","3.17",
"105年12月","9","馬來西亞","22591750","2.75",
"105年12月","10","德國","15996115","1.95",
"105年12月","11","泰國","14466880","1.76",
"105年12月","12","荷蘭","11041972","1.34",
"105年12月","13","英國","10463820","1.27",
"105年12月","14","印尼","7725777","0.94",
"105年12月","15","澳大利亞","7272898","0.88",
"105年12月","16","印度","6609971","0.8",
"105年12月","17","墨西哥","5745039","0.7",
"105年12月","18","加拿大","5549823","0.67",
"105年12月","19","義大利","4900244","0.59",
"105年12月","20","法國","4326877","0.52",
"105年12月","21","阿拉伯聯合大公國","3443849","0.42",
"105年12月","22","土耳其","3162431","0.38",
"105年12月","23","其他國家","3142055","0.38",
"105年12月","24","比利時","3123600","0.38",
"105年12月","25","巴西","3047506","0.37",
"105年12月","26","孟加拉","2897260","0.35",
"105年12月","27","沙烏地阿拉伯","2559713","0.31",
"105年12月","28","俄羅斯","2518322","0.3",
"105年12月","29","波蘭","2432994","0.29",
"105年12月","30","西班牙","2318806","0.28",
"105年11月","1","中國大陸","227860924","28.72",
"105年11月","2","香港","108915270","13.73",
"105年11月","3","美國","92841584","11.7",
"105年11月","4","日本","51245221","6.46",
"105年11月","5","新加坡","46530807","5.86",
"105年11月","6","南韓","35507983","4.47",
"105年11月","7","越南","26015630","3.27",
"105年11月","8","菲律賓","25828637","3.25",
"105年11月","9","馬來西亞","20973096","2.64",
"105年11月","10","泰國","15482548","1.95",
"105年11月","11","德國","15450073","1.94",
"105年11月","12","荷蘭","10845336","1.36",
"105年11月","13","英國","9689757","1.22",
"105年11月","14","澳大利亞","9092684","1.14",
"105年11月","15","印尼","7620064","0.96",
"105年11月","16","印度","7205400","0.9",
"105年11月","17","墨西哥","5215590","0.65",
"105年11月","18","加拿大","5070298","0.63",
"105年11月","19","義大利","4856565","0.61",
"105年11月","20","法國","4355334","0.54",
"105年11月","21","比利時","3196530","0.4",
"105年11月","22","其他國家","2945311","0.37",
"105年11月","23","土耳其","2845014","0.35",
"105年11月","24","阿拉伯聯合大公國","2655701","0.33",
"105年11月","25","孟加拉","2508712","0.31",
"105年11月","26","俄羅斯","2430622","0.3",
"105年11月","27","西班牙","2326231","0.29",
"105年11月","28","巴西","2206068","0.27",
"105年11月","29","沙烏地阿拉伯","2189482","0.27",
"105年11月","30","波蘭","2017136","0.25",
"105年10月","1","中國大陸","243708288","29.07",
"105年10月","2","香港","112811653","13.45",
"105年10月","3","美國","95832195","11.43",
"105年10月","4","日本","57248829","6.82",
"105年10月","5","新加坡","44043816","5.25",
"105年10月","6","南韓","36812755","4.39",
"105年10月","7","越南","28470178","3.39",
"105年10月","8","菲律賓","28160249","3.35",
"105年10月","9","馬來西亞","23036643","2.74",
"105年10月","10","泰國","16403159","1.95",
"105年10月","11","德國","16257259","1.93",
"105年10月","12","荷蘭","11821815","1.41",
"105年10月","13","英國","10606395","1.26",
"105年10月","14","印度","8549716","1.01",
"105年10月","15","澳大利亞","8252842","0.98",
"105年10月","16","印尼","8082728","0.96",
"105年10月","17","墨西哥","6035811","0.72",
"105年10月","18","加拿大","6017830","0.71",
"105年10月","19","義大利","4961960","0.59",
"105年10月","20","阿拉伯聯合大公國","4340724","0.51",
"105年10月","21","法國","4033326","0.48",
"105年10月","22","其他國家","2929988","0.34",
"105年10月","23","孟加拉","2902714","0.34",
"105年10月","24","俄羅斯","2804548","0.33",
"105年10月","25","土耳其","2694086","0.32",
"105年10月","26","沙烏地阿拉伯","2667383","0.31",
"105年10月","27","比利時","2633573","0.31",
"105年10月","28","巴西","2553220","0.3",
"105年10月","29","西班牙","2289963","0.27",
"105年10月","30","伊朗","2282002","0.27",
"105年9月","1","中國大陸","191367648","26.91",
"105年9月","2","香港","105336080","14.81",
"105年9月","3","美國","86663609","12.18",
"105年9月","4","日本","49656087","6.98",
"105年9月","5","新加坡","41456899","5.83",
"105年9月","6","南韓","31217828","4.39",
"105年9月","7","越南","23137069","3.25",
"105年9月","8","菲律賓","21045943","2.96",
